id,title,has_explanation_evaluation,has_significance_testing,is_xai_interpretable,main_venue_match
gupta-etal-2022-mitigating,Mitigating Gender Bias in Distilled Language Models via Counterfactual Role Reversal,False,False,False,Findings
su-etal-2022-read,Read before Generate! Faithful Long Form Question Answering with Machine Reading,False,False,False,Findings
li-etal-2022-using,Using Interactive Feedback to Improve the Accuracy and Explainability of Question Answering Systems Post-Deployment,True,False,True,Findings
ronnqvist-etal-2022-explaining,Explaining Classes through Stable Word Attributions,True,False,True,Findings
carton-etal-2022-learn,"What to Learn, and How: {T}oward Effective Learning from Rationales",True,False,True,Findings
wang-etal-2022-novel,A Novel Framework Based on Medical Concept Driven Attention for Explainable Medical Code Prediction via External Knowledge,False,False,True,Findings
pezeshkpour-etal-2022-combining,Combining Feature and Instance Attribution to Detect Artifacts,True,False,True,Findings
wang-etal-2022-ranking,Ranking-Constrained Learning with Rationales for Text Classification,False,False,True,Findings
zhan-etal-2022-mitigating,Mitigating the Inconsistency Between Word Saliency and Model Confidence with Pathological Contrastive Training,True,False,True,Findings
liu-etal-2022-novel,A Novel Perspective to Look At Attention: Bi-level Attention-based Explainable Topic Modeling for News Classification,False,False,True,Findings
luo-etal-2022-interpretable,Interpretable Research Replication Prediction via Variational Contextual Consistency Sentence Masking,True,False,True,Findings
chen-etal-2022-e,{E}-{KAR}: A Benchmark for Rationalizing Natural Language Analogical Reasoning,False,False,True,Findings
zhang-etal-2022-interpreting,Interpreting the Robustness of Neural {NLP} Models to Textual Perturbations,True,False,True,Findings
zhang-etal-2022-focus,Focus on the Action: Learning to Highlight and Summarize Jointly for Email To-Do Items Summarization,False,False,False,Findings
fomicheva-etal-2022-translation,Translation Error Detection as Rationale Extraction,True,False,True,Findings
landsman-etal-2022-beamr,{B}eam{R}: Beam Reweighing with Attribute Discriminators for Controllable Text Generation,False,False,False,Findings
yin-neubig-2022-interpreting,Interpreting Language Models with Contrastive Explanations,True,False,True,EMNLP
mao-etal-2022-lightea,"{L}ight{EA}: A Scalable, Robust, and Interpretable Entity Alignment Framework via Three-view Label Propagation",False,False,True,EMNLP
bastings-etal-2022-will,``Will You Find These Shortcuts?'' A Protocol for Evaluating the Faithfulness of Input Salience Methods for Text Classification,True,False,True,EMNLP
zaman-belinkov-2022-multilingual,A Multilingual Perspective Towards the Evaluation of Attribution Methods in Natural Language Inference,True,False,True,EMNLP
ou-etal-2022-counterfactual,Counterfactual Data Augmentation via Perspective Transition for Open-Domain Dialogues,False,False,False,EMNLP
tafjord-etal-2022-entailer,Entailer: Answering Questions with Faithful and Truthful Chains of Reasoning,True,False,True,EMNLP
he-etal-2022-cpl,{CPL}: Counterfactual Prompt Learning for Vision and Language Models,False,False,False,EMNLP
blevins-zettlemoyer-2022-language,Language Contamination Helps Explains the Cross-lingual Capabilities of {E}nglish Pretrained Models,False,False,False,EMNLP
mcinerney-etal-2022-thats,That{'}s the Wrong Lung! Evaluating and Improving the Interpretability of Unsupervised Multimodal Encoders for Medical Data,True,False,True,EMNLP
stacey-etal-2022-logical,Logical Reasoning with Span-Level Predictions for Interpretable and Robust {NLI} Models,True,False,True,EMNLP
currey-etal-2022-mt,{MT}-{G}en{E}val: A Counterfactual and Contextual Dataset for Evaluating Gender Accuracy in Machine Translation,False,False,False,EMNLP
wu-etal-2022-towards,Towards Interactivity and Interpretability: A Rationale-based Legal Judgment Prediction Framework,False,False,True,EMNLP
wang-etal-2022-analyzing,Analyzing and Evaluating Faithfulness in Dialogue Summarization,True,False,True,EMNLP
mao-etal-2022-explainable,Explainable Question Answering based on Semantic Graph by Global Differentiable Learning and Dynamic Adaptive Reasoning,False,False,True,EMNLP
lin-etal-2022-seen,{SEEN}: Structured Event Enhancement Network for Explainable Need Detection of Information Recall Assistance,False,False,True,EMNLP
cho-etal-2022-rethinking,Rethinking Style Transformer with Energy-based Interpretation: Adversarial Unsupervised Style Transfer using a Pretrained Model,False,False,True,EMNLP
liu-etal-2022-investigating,Investigating the Robustness of Natural Language Generation from Logical Forms via Counterfactual Samples,False,False,False,EMNLP
hossain-blanco-2022-leveraging,Leveraging Affirmative Interpretations from Negation Improves Natural Language Understanding,False,False,False,EMNLP
gangi-reddy-etal-2022-newsclaims,{N}ews{C}laims: A New Benchmark for Claim Detection from News with Attribute Knowledge,False,False,False,EMNLP
huang-etal-2022-deer,{DEER}: Descriptive Knowledge Graph for Explaining Entity Relationships,False,False,True,EMNLP
wu-etal-2022-precisely,Precisely the Point: Adversarial Augmentations for Faithful and Informative Text Generation,True,False,True,EMNLP
liu-etal-2022-rlet,{RLET}: A Reinforcement Learning Based Approach for Explainable {QA} with Entailment Trees,True,False,True,EMNLP
chemmengath-etal-2022-cat,Let the {CAT} out of the bag: Contrastive Attributed explanations for Text,True,False,True,EMNLP
liu-etal-2022-counterfactual,Counterfactual Recipe Generation: Exploring Compositional Generalization in a Realistic Scenario,False,False,False,EMNLP
ross-etal-2022-self,Does Self-Rationalization Improve Robustness to Spurious Correlations?,True,False,True,EMNLP
haghighatkhah-etal-2022-better,Better Hit the Nail on the Head than Beat around the Bush: Removing Protected Attributes with a Single Projection,False,False,False,EMNLP
ferrando-etal-2022-towards,Towards Opening the Black Box of Neural Machine Translation: Source and Target Interpretations of the Transformer,False,False,True,EMNLP
jain-etal-2022-extending,Extending Logic Explained Networks to Text Classification,True,False,True,EMNLP
patel-etal-2022-cripp,{CRIPP}-{VQA}: Counterfactual Reasoning about Implicit Physical Properties via Video Question Answering,False,False,False,EMNLP
zhang-etal-2022-symptom,Symptom Identification for Interpretable Detection of Multiple Mental Disorders on Social Media,False,False,True,EMNLP
zhao-etal-2022-towards,Towards Efficient Dialogue Pre-training with Transferable and Interpretable Latent Structure,False,False,True,EMNLP
li-etal-2022-human,Human Guided Exploitation of Interpretable Attention Patterns in Summarization and Topic Segmentation,False,False,True,EMNLP
kolluru-etal-2022-covid,``Covid vaccine is against Covid but {O}xford vaccine is made at {O}xford!'' Semantic Interpretation of Proper Noun Compounds,False,False,False,EMNLP
aglionby-teufel-2022-faithful,Faithful Knowledge Graph Explanations in Commonsense Question Answering,True,False,True,EMNLP
jiang-etal-2022-im2,{IM}2: an Interpretable and Multi-category Integrated Metric Framework for Automatic Dialogue Evaluation,True,False,True,EMNLP
udomcharoenchaikit-etal-2022-mitigating,Mitigating Spurious Correlation in Natural Language Understanding with Counterfactual Inference,True,False,True,EMNLP
de-raedt-etal-2022-robustifying,Robustifying Sentiment Classification by Maximally Exploiting Few Counterfactuals,False,False,False,EMNLP
wang-etal-2022-improving,Improving Faithfulness by Augmenting Negative Summaries from Fake Documents,False,False,False,EMNLP
han-etal-2022-hierarchical,Hierarchical Attention Network for Explainable Depression Detection on {T}witter Aided by Metaphor Concept Mappings,False,False,True,COLING
wachsmuth-alshomary-2022-mama,``Mama Always Had a Way of Explaining Things So {I} Could Understand'': A Dialogue Corpus for Learning to Construct Explanations,False,False,True,COLING
bashier-etal-2022-locally,Locally Distributed Activation Vectors for Guided Feature Attribution,True,False,True,COLING
ge-etal-2022-e,{E}-{V}ar{M}: Enhanced Variational Word Masks to Improve the Interpretability of Text Classification Models,True,False,True,COLING
amplayo-etal-2022-attribute,Attribute Injection for Pretrained Language Models: A New Benchmark and an Efficient Method,False,False,False,COLING
park-lee-2022-lime,{LIME}: Weakly-Supervised Text Classification without Seeds,False,False,False,COLING
alghanmi-etal-2022-self,Self-Supervised Intermediate Fine-Tuning of Biomedical Language Models for Interpreting Patient Case Descriptions,False,False,False,COLING
wang-etal-2022-locate,Locate Then Ask: Interpretable Stepwise Reasoning for Multi-hop Question Answering,False,False,True,COLING
ji-etal-2022-shot,Few-shot Named Entity Recognition with Entity-level Prototypical Network Enhanced by Dispersedly Distributed Prototypes,False,False,False,COLING
yu-etal-2022-dependency,Dependency-aware Prototype Learning for Few-shot Relation Classification,False,False,False,COLING
yang-etal-2022-coarse,A Coarse-to-fine Cascaded Evidence-Distillation Neural Network for Explainable Fake News Detection,True,False,True,COLING
igamberdiev-etal-2022-dp,{DP}-Rewrite: Towards Reproducibility and Transparency in Differentially Private Text Rewriting,False,False,False,COLING
lymperaiou-etal-2022-towards,Towards Explainable Evaluation of Language Models on the Semantic Similarity of Visual Concepts,True,False,True,COLING
poelman-etal-2022-transparent,Transparent Semantic Parsing with {U}niversal {D}ependencies Using Graph Transformations,False,False,True,COLING
mosca-etal-2022-shap,{SHAP}-Based Explanation Methods: A Review for {NLP} Interpretability,False,False,True,COLING
wachowiak-gromann-2022-systematic,Systematic Analysis of Image Schemas in Natural Language through Explainable Multilingual Neural Language Processing,False,False,True,COLING
li-etal-2022-tip,A-{TIP}: Attribute-aware Text Infilling via Pre-trained Language Model,False,False,False,COLING
liu-etal-2022-multi-attribute,Multi-Attribute Controlled Text Generation with Contrastive-Generator and External-Discriminator,False,False,False,COLING
aich-etal-2022-demystifying,Demystifying Neural Fake News via Linguistic Feature-Based Interpretation,False,False,True,COLING
kim-etal-2022-hate,Why Is It Hate Speech? Masked Rationale Prediction for Explainable Hate Speech Detection,True,False,True,COLING
zhang-etal-2022-sentiment,Sentiment Interpretable Logic Tensor Network for Aspect-Term Sentiment Analysis,False,False,True,COLING
yan-etal-2022-hierarchical,Hierarchical Interpretation of Neural Text Classification,True,False,True,Computational Linguistics (CL)
chrysostomou-2022-explainable,Explainable Natural Language Processing,False,False,True,Computational Linguistics (CL)
zhang-ma-2022-dual,Dual Attention Model for Citation Recommendation with Analyses on Explainability of Attention Mechanisms and Qualitative Experiments,False,False,True,Computational Linguistics (CL)
paperno-2022-learning,On Learning Interpreted Languages with Recurrent Models,False,False,False,Computational Linguistics (CL)
shen-etal-2022-shortest,Are Shortest Rationales the Best Explanations for Human Understanding?,True,False,True,ACL
tolkachev-etal-2022-counterfactual,Counterfactual Explanations for Natural Language Interfaces,True,False,True,ACL
shinzato-etal-2022-simple,Simple and Effective Knowledge-Driven Query Expansion for {QA}-Based Product Attribute Extraction,False,False,False,ACL
li-etal-2022-learning,Learning to Imagine: Integrating Counterfactual Thinking in Neural Discrete Reasoning,False,False,False,ACL
geng-etal-2022-improving,Improving Personalized Explanation Generation through Visualization,True,False,True,ACL
du-etal-2022-e,e-{CARE}: a New Dataset for Exploring Explainable Causal Reasoning,False,False,True,ACL
sanyal-etal-2022-fairr,{F}ai{RR}: Faithful and Robust Deductive Reasoning over Natural Language,True,False,True,ACL
ladhak-etal-2022-faithful,Faithful or Extractive? On Mitigating the Faithfulness-Abstractiveness Trade-off in Abstractive Summarization,True,False,True,ACL
paranjape-etal-2022-retrieval,Retrieval-guided Counterfactual Generation for {QA},False,False,False,ACL
yin-etal-2022-sensitivity,On the Sensitivity and Stability of Model Interpretations in {NLP},True,False,True,ACL
das-etal-2022-prototex,{P}roto{TE}x: Explaining Model Decisions with Prototype Tensors,True,False,True,ACL
majumder-etal-2022-achieving,Achieving Conversational Goals with Unsupervised Post-hoc Knowledge Injection,False,False,False,ACL
gupta-etal-2022-right,Right for the Right Reason: Evidence Extraction for Trustworthy Tabular Reasoning,True,False,True,ACL
joshi-he-2022-investigation,An Investigation of the (In)effectiveness of Counterfactually Augmented Data,False,False,False,ACL
liu-etal-2022-saliency,Saliency as Evidence: Event Detection with Trigger Saliency Attribution,False,False,True,ACL
yang-etal-2022-interpretable,An Interpretable Neuro-Symbolic Reasoning Framework for Task-Oriented Dialogue Generation,False,False,True,ACL
chan-etal-2022-comparative,A Comparative Study of Faithfulness Metrics for Model Interpretability Methods,True,False,True,ACL
park-caragea-2022-calibration,On the Calibration of Pre-trained Language Models using Mixup Guided by Area Under the Margin and Saliency,False,False,False,ACL
cuesta-lazaro-etal-2022-sea,What does the sea say to the shore? A {BERT} based {DST} style approach for speaker to dialogue attribution in novels,False,False,False,ACL
ju-etal-2022-logic,Logic Traps in Evaluating Attribution Scores,True,False,True,ACL
lee-etal-2022-toward,Toward Interpretable Semantic Textual Similarity via Optimal Transport-based Contrastive Sentence Learning,True,False,True,ACL
boldsen-etal-2022-interpreting,"Interpreting Character Embeddings With Perceptual Representations: The Case of Shape, Sound, and Color",False,False,True,ACL
lu-etal-2022-rationale,A Rationale-Centric Framework for Human-in-the-loop Machine Learning,False,False,True,ACL
liu-etal-2022-mpii,{MPII}: Multi-Level Mutual Promotion for Inference and Interpretation,True,True,True,ACL
kaneko-etal-2022-interpretability,Interpretability for Language Learners Using Example-Based Grammatical Error Correction,True,False,True,ACL
zhai-etal-2022-adversarial,Adversarial Authorship Attribution for Deobfuscation,False,False,False,ACL
calderon-etal-2022-docogen,{D}o{C}o{G}en: {D}omain Counterfactual Generation for Low Resource Domain Adaptation,False,False,False,ACL
mosca-etal-2022-suspicious,``That Is a Suspicious Reaction!'': Interpreting Logits Variation to Detect {NLP} Adversarial Attacks,True,False,True,ACL
pham-etal-2022-double,Double Trouble: How to not Explain a Text Classifier{'}s Decisions Using Counterfactuals Synthesized by Masked Language Models?,True,False,True,AACL/IJCNLP
van-aken-etal-2022-patient,This Patient Looks Like That Patient: Prototypical Networks for Interpretable Diagnosis Prediction from Clinical Text,True,False,True,AACL/IJCNLP
hudecek-dusek-2022-learning,Learning Interpretable Latent Dialogue Actions With Less Supervision,False,False,True,AACL/IJCNLP
opitz-frank-2022-sbert,{SBERT} studies Meaning Representations: Decomposing Sentence Embeddings into Explainable Semantic Features,False,False,True,AACL/IJCNLP
ai-etal-2022-whodunit,Whodunit? Learning to Contrast for Authorship Attribution,False,False,False,AACL/IJCNLP
elazar-etal-2021-amnesic,Amnesic Probing: Behavioral Explanation with Amnesic Counterfactuals,True,False,True,TACL
jacovi-goldberg-2021-aligning,Aligning Faithful Interpretations with their Social Attribution,True,False,True,TACL
lyu-etal-2021-neural,Neural {OCR} Post-Hoc Correction of Historical Corpora,False,False,False,TACL
lamm-etal-2021-qed,{QED}: A Framework and Dataset for Explanations in Question Answering,True,True,True,TACL
liu-etal-2021-counterfactual,Counterfactual Data Augmentation for Neural Machine Translation,False,False,False,NAACL
chalkidis-etal-2021-paragraph,Paragraph-level Rationale Extraction through Regularization: A case study on {E}uropean Court of Human Rights Cases,True,False,True,NAACL
du-etal-2021-towards,Towards Interpreting and Mitigating Shortcut Learning Behavior of {NLU} models,True,False,True,NAACL
pezeshkpour-etal-2021-empirical,An Empirical Comparison of Instance Attribution Methods for {NLP},True,False,True,NAACL
liang-etal-2021-explainable,Explainable Multi-hop Verbal Reasoning Through Internal Monologue,False,False,True,NAACL
porada-etal-2021-modeling,Modeling Event Plausibility with Consistent Conceptual Abstraction,False,False,False,NAACL
wu-etal-2021-counterfactual,Counterfactual Supporting Facts Extraction for Explainable Medical Record Based Diagnosis with Graph Network,True,False,True,NAACL
khanehzar-etal-2021-framing,Framing Unpacked: A Semi-Supervised Interpretable Multi-View Model of Media Frames,False,False,True,NAACL
patel-etal-2021-game,Game-theoretic Vocabulary Selection via the Shapley Value and Banzhaf Index,False,False,True,NAACL
turcan-etal-2021-emotion,Emotion-Infused Models for Explainable Psychological Stress Detection,False,False,True,NAACL
zhu-etal-2021-faithfully,Faithfully Explainable Recommendation via Neural Logic Reasoning,True,False,True,NAACL
chen-li-2021-zs,{ZS}-{BERT}: Towards Zero-Shot Relation Extraction with Attribute Representation Learning,False,False,False,NAACL
saha-etal-2021-multiprover,multi{PR}over: Generating Multiple Proofs for Improved Interpretability in Rule Reasoning,True,False,True,NAACL
verga-etal-2021-adaptable,Adaptable and Interpretable Neural {M}emory{O}ver Symbolic Knowledge,False,False,True,NAACL
doogan-buntine-2021-topic,Topic Model or Topic Twaddle? Re-evaluating Semantic Interpretability Measures,True,False,True,NAACL
zhang-etal-2021-double,Double Perturbation: On the Robustness of Robustness and Counterfactual Bias Evaluation,True,False,True,NAACL
chen-etal-2021-explaining,Explaining Neural Network Predictions on Sentence Pairs via Learning Word-Group Masks,True,False,True,NAACL
montariol-etal-2021-scalable,Scalable and Interpretable Semantic Change Detection,False,False,True,NAACL
ding-koehn-2021-evaluating,Evaluating Saliency Methods for Neural Language Models,True,False,True,NAACL
chen-etal-2021-improving,Improving Faithfulness in Abstractive Summarization with Contrast Candidate Generation and Selection,False,False,False,NAACL
mehta-etal-2021-latex,{LATEX}-Numeric: Language Agnostic Text Attribute Extraction for Numeric Attributes,False,False,False,NAACL
samarinas-etal-2021-improving,Improving Evidence Retrieval for Automated Explainable Fact-Checking,False,False,False,NAACL
kokalj-etal-2021-bert,{BERT} meets Shapley: Extending {SHAP} Explanations to Transformer-based Classifiers,True,False,True,EACL
xie-etal-2021-factual-consistency,Factual Consistency Evaluation for Text Summarization via Counterfactual Estimation,False,False,False,Findings
fu-etal-2021-decomposing-complex,Decomposing Complex Questions Makes Multi-Hop {QA} Easier and More Interpretable,True,False,True,Findings
ferrando-costa-jussa-2021-attention-weights,Attention Weights in Transformer {NMT} Fail Aligning Words Between Sequences but Largely Explain Model Predictions,True,False,True,Findings
lai-etal-2021-saliency-based,Saliency-based Multi-View Mixed Language Training for Zero-shot Cross-lingual Classification,False,False,False,Findings
su-etal-2021-shot-table,Few-Shot Table-to-Text Generation with Prototype Memory,False,False,False,Findings
tian-etal-2021-hypogen-hyperbole,{H}ypo{G}en: Hyperbole Generation with Commonsense and Counterfactual Knowledge,False,False,False,Findings
yu-etal-2021-attribute-alignment,Attribute Alignment: Controlling Text Generation from Pre-trained Language Models,False,False,False,Findings
beloucif-biemann-2021-probing-pre,Probing Pre-trained Language Models for Semantic Attributes and their Values,False,False,False,Findings
mishra-etal-2021-modeling-users,Modeling Users and Online Communities for Abuse Detection: A Position on Ethics and Explainability,False,False,True,Findings
jin-etal-2021-msd-saliency,{MSD}: Saliency-aware Knowledge Distillation for Multimodal Understanding,False,False,False,Findings
robeer-etal-2021-generating-realistic,Generating Realistic Natural Language Counterfactuals,True,False,True,Findings
zhao-etal-2021-attend-memorize,"Attend, Memorize and Generate: Towards Faithful Table-to-Text Generation in Few Shots",False,False,False,Findings
zhang-etal-2021-noahqa-numerical,{NOAHQA}: Numerical Reasoning with Interpretable Graph Question Answering Dataset,True,False,True,Findings
altakrori-etal-2021-topic-confusion,The Topic Confusion Task: A Novel Evaluation Scenario for Authorship Attribution,False,False,False,Findings
lee-etal-2021-micromodels-efficient,"Micromodels for Efficient, Explainable, and Reusable Systems: A Case Study on Mental Health",False,False,True,Findings
han-tsvetkov-2021-influence-tuning,Influence Tuning: Demoting Spurious Correlations via Instance Attribution and Instance-Driven Updates,True,True,True,Findings
wang-etal-2021-counterfactual-adversarial,Counterfactual Adversarial Learning with Representation Interpolation,False,False,False,Findings
thayaparan-etal-2021-explainable,Explainable Inference Over Grounding-Abstract Chains for Science Questions,False,False,False,Findings
zhang-etal-2021-improving,From What to Why: Improving Relation Extraction with Rationale Graph,False,False,False,Findings
ren-etal-2021-prediction,Prediction or Comparison: Toward Interpretable Qualitative Reasoning,False,False,False,Findings
li-etal-2021-meet,Meet The Truth: Leverage Objective Facts and Subjective Views for Interpretable Rumor Detection,False,False,False,Findings
antognini-faltings-2021-rationalization,Rationalization through Concepts,False,False,False,Findings
tucker-etal-2021-modified,What if This Modified That? Syntactic Interventions with Counterfactual Embeddings,False,False,False,Findings
xu-etal-2021-dynamic,Dynamic Semantic Graph Construction and Reasoning for Explainable Multi-hop Science Question Answering,False,False,True,Findings
tan-etal-2021-gcrc,{GCRC}: A New Challenging {MRC} Dataset from {G}aokao {C}hinese for Explainable Evaluation,False,False,False,Findings
wan-etal-2021-enhancing,Enhancing Metaphor Detection by Gloss-based Interpretations,False,False,False,Findings
feng-etal-2021-empowering,Empowering Language Understanding with Counterfactual Reasoning,False,False,False,Findings
zhang-etal-2021-ma,{MA}-{BERT}: Learning Representation by Incorporating Multi-Attribute Knowledge in Transformers,False,False,False,Findings
ponkiya-etal-2021-framenet,{F}rame{N}et-assisted Noun Compound Interpretation,False,False,False,Findings
yoon-etal-2021-ssmix,{SSM}ix: Saliency-Based Span Mixup for Text Classification,False,False,False,Findings
garcia-olano-etal-2021-biomedical,Biomedical Interpretable Entity Representations,False,False,False,Findings
zafar-etal-2021-lack,On the Lack of Robust Interpretability of Neural Text Classifiers,False,False,False,Findings
ross-etal-2021-explaining,Explaining {NLP} Models via Minimal Contrastive Editing ({M}i{CE}),False,False,True,Findings
sun-marasovic-2021-effective,Effective Attention Sheds Light On Interpretability,False,False,True,Findings
paranjape-etal-2021-prompting,Prompting Contrastive Explanations for Commonsense Reasoning Tasks,False,False,False,Findings
dawkins-2021-marked,Marked Attribute Bias in Natural Language Inference,False,False,False,Findings
wang-etal-2021-sketch,Sketch and Refine: Towards Faithful and Informative Table-to-Text Generation,False,False,False,Findings
liu-etal-2021-highlight,Highlight-Transformer: Leveraging Key Phrase Aware Attention to Improve Abstractive Multi-Document Summarization,False,False,False,Findings
srikanth-li-2021-elaborative,Elaborative Simplification: Content Addition and Explanation Generation in Text Simplification,False,False,False,Findings
chen-etal-2021-reinforced,Reinforced Counterfactual Data Augmentation for Dual Sentiment Classification,False,False,False,EMNLP
sen-etal-2021-counterfactually,How Does Counterfactually Augmented Data Impact Models for Social Computing Constructs?,True,False,True,EMNLP
rajagopal-etal-2021-selfexplain,{SELFEXPLAIN}: A Self-Explaining Architecture for Neural Text Classifiers,True,False,True,EMNLP
falke-lehnen-2021-feedback,Feedback Attribution for Counterfactual Bandit Learning in Multi-Domain Spoken Language Understanding,False,False,False,EMNLP
jacovi-etal-2021-contrastive,Contrastive Explanations for Model Interpretability,True,False,True,EMNLP
bursztyn-etal-2021-doesnt,``It doesn{'}t look good for a date'': Transforming Critiques into Preferences for Conversational Recommendation Systems,False,False,False,EMNLP
saxon-etal-2021-modeling,Modeling Disclosive Transparency in {NLP} Application Descriptions,False,False,False,EMNLP
situ-etal-2021-lifelong,Lifelong Explainer for Lifelong Learners,True,False,True,EMNLP
zhang-etal-2021-abstract,"Abstract, Rationale, Stance: A Joint Model for Scientific Claim Verification",False,False,False,EMNLP
ju-etal-2021-enhancing,Enhancing Multiple-choice Machine Reading Comprehension by Punishing Illogical Interpretations,True,False,True,EMNLP
shi-etal-2021-neural,Neural Natural Logic Inference for Interpretable Question Answering,False,False,True,EMNLP
lakhotia-etal-2021-fid,{F}i{D}-Ex: Improving Sequence-to-Sequence Models for Extractive Rationale Generation,True,False,True,EMNLP
shi-etal-2021-transfernet,{T}ransfer{N}et: An Effective and Transparent Framework for Multi-hop Question Answering over Relation Graph,False,False,True,EMNLP
balashankar-etal-2021-improve,Can We Improve Model Robustness through Secondary Attribute Counterfactuals?,False,False,False,EMNLP
lai-etal-2021-learning,Learning Prototype Representations Across Few-Shot Tasks for Event Detection,False,False,False,EMNLP
ye-etal-2021-connecting,Connecting Attributions and {QA} Model Behavior on Realistic Counterfactuals,True,False,True,EMNLP
jayaram-allaway-2021-human,Human Rationales as Attribution Priors for Explainable Stance Detection,True,False,True,EMNLP
fern-pope-2021-text,Text Counterfactuals via Latent Optimization and {S}hapley-Guided Search,True,False,True,EMNLP
guerreiro-martins-2021-spectra,{SPECTRA}: Sparse Structured Text Rationalization,True,False,True,EMNLP
cao-wang-2021-cliff,{CLIFF}: Contrastive Learning for Improving Faithfulness and Factuality in Abstractive Summarization,False,False,False,EMNLP
schioppa-etal-2021-controlling,Controlling Machine Translation for Multiple Attributes with Additive Interventions,False,False,False,EMNLP
zhao-etal-2021-good,It Is Not As Good As You Think! Evaluating Simultaneous Machine Translation on Interpretation Data,False,False,False,EMNLP
oneill-etal-2021-wish,"{I} Wish {I} Would Have Loved This One, But {I} Didn{'}t {--} A Multilingual Dataset for Counterfactual Detection in Product Review",False,False,False,EMNLP
dalvi-etal-2021-explaining,Explaining Answers with Entailment Trees,True,False,True,EMNLP
chrysostomou-aletras-2021-enjoy,Enjoy the Salience: Towards Better Transformer-based Faithful Explanations with Word Salience,True,False,True,EMNLP
bhardwaj-etal-2021-adversarial,Adversarial Attacks on Knowledge Graph Embeddings via Instance Attribution Methods,False,False,True,EMNLP
lv-etal-2021-multi,Is Multi-Hop Reasoning Really Explainable? Towards Benchmarking Reasoning Interpretability,True,False,True,EMNLP
kaster-etal-2021-global,Global Explainability of {BERT}-Based Evaluation Metrics by Disentangling along Linguistic Factors,True,False,True,EMNLP
wiegreffe-etal-2021-measuring,{M}easuring Association Between Labels and Free-Text Rationales,True,False,True,EMNLP
sanyal-ren-2021-discretized,Discretized Integrated Gradients for Explaining Language Models,True,False,True,EMNLP
vafa-etal-2021-rationales,Rationales for Sequential Predictions,True,False,True,EMNLP
guo-etal-2021-fastif,{F}ast{IF}: Scalable Influence Functions for Efficient Model Interpretation and Debugging,True,False,True,EMNLP
bhat-etal-2021-self,Self-training with Few-shot Rationalization,True,False,True,EMNLP
wang-etal-2021-mode,Mode Effects' Challenge to Authorship Attribution,False,False,False,EACL
opitz-frank-2021-towards,Towards a Decomposable Metric for Explainable Evaluation of Text Generation from {AMR},True,False,True,EACL
munir-etal-2021-looking,Through the Looking Glass: Learning to Attribute Synthetic Text Generated by Language Models,False,False,False,EACL
fu-grishman-2021-learning,Learning Relatedness between Types with Prototypes for Relation Extraction,False,False,False,EACL
li-etal-2021-scientific,Scientific Discourse Tagging for Evidence Extraction,False,False,False,EACL
moradi-etal-2021-measuring,Measuring and Improving Faithfulness of Attention in Neural Machine Translation,True,False,True,EACL
bashier-etal-2021-disk,{DISK}-{CSV}: Distilling Interpretable Semantic Knowledge with a Class Semantic Vector,False,False,True,EACL
ruzsics-etal-2021-interpretability,Interpretability for Morphological Inflection: from Character-level Predictions to Subword-level Rules,False,False,True,EACL
feder-etal-2021-causalm,{C}ausa{LM}: Causal Model Explanation Through Counterfactual Language Models,True,False,True,Computational Linguistics (CL)
agarwal-etal-2021-interpretability,Interpretability Analysis for Named Entity Recognition to Understand System Predictions and How They Can Improve,True,False,True,Computational Linguistics (CL)
nangi-etal-2021-counterfactuals,Counterfactuals to Control Latent Disentangled Text Representations for Style Transfer,False,False,False,ACL
ethayarajh-jurafsky-2021-attention,Attention Flows are Shapley Value Explanations,False,False,True,ACL
meister-etal-2021-sparse,Is Sparse Attention more Interpretable?,True,False,True,ACL
wang-etal-2021-quotation,Quotation Recommendation and Interpretation Based on Transformation from Queries to Quotations,False,False,False,ACL
wu-etal-2021-unified,Unified Dual-view Cognitive Model for Interpretable Claim Verification,True,False,True,ACL
cui-etal-2021-refining,Refining Sample Embeddings with Relation Prototypes to Enhance Continual Relation Extraction,False,False,False,ACL
yang-etal-2021-exploring,Exploring the Efficacy of Automatically Generated Counterfactuals for Sentiment Analysis,True,False,True,ACL
sevastjanova-etal-2021-explaining,Explaining Contextualization in Language Models using Visual Analytics,False,False,True,ACL
chrysostomou-aletras-2021-improving,Improving the Faithfulness of Attention-based Explanations with Task-specific Information for Text Classification,True,False,True,ACL
jiang-wilson-2021-structurizing,Structurizing Misinformation Stories via Rationalizing Fact-Checks,False,False,True,ACL
rashkin-etal-2021-increasing,Increasing Faithfulness in Knowledge-Grounded Dialogue with Controllable Features,True,False,True,ACL
balashankar-subramanian-2021-learning,Learning Faithful Representations of Causal Graphs,False,False,False,ACL
sikdar-etal-2021-integrated,Integrated Directional Gradients: Feature Interaction Attribution for Neural {NLP} Models,True,False,True,ACL
wang-etal-2021-voxpopuli,"{V}ox{P}opuli: A Large-Scale Multilingual Speech Corpus for Representation Learning, Semi-Supervised Learning and Interpretation",False,False,False,ACL
garbacea-etal-2021-explainable,Explainable Prediction of Text Complexity: The Missing Preliminaries for Text Simplification,False,False,True,ACL
luu-etal-2021-explaining,Explaining Relationships Between Scientific Documents,False,False,False,ACL
cao-etal-2021-irene,{I}r{E}ne: Interpretable Energy Prediction for Transformers,False,False,True,ACL
du-etal-2021-excar,{E}x{CAR}: Event Graph Knowledge Enhanced Explainable Causal Reasoning,True,False,True,ACL
